,id,respondentID,section,questionID,note,duration,variant,type,form
0,395,34,follow_up,11004,,1.7050440166666665,bfi2s_avatar,avatar,bfi
1,404,34,pre_survey_discussion,0,,1.6995363333333333,bfi2s_avatar,avatar,bfi
2,396,34,follow_up,11007,,1.0382645166666666,bfi2s_avatar,avatar,bfi
3,394,34,follow_up,11000,,1.6647350833333334,bfi2s_avatar,avatar,bfi
4,399,34,follow_up,11014,,1.29432285,bfi2s_avatar,avatar,bfi
5,397,34,follow_up,11008,,1.5411226833333334,bfi2s_avatar,avatar,bfi
6,398,34,follow_up,11011,,1.5420660833333335,bfi2s_avatar,avatar,bfi
7,400,34,follow_up,11017,,1.4521133666666666,bfi2s_avatar,avatar,bfi
8,402,34,follow_up,11022,,1.3520556833333333,bfi2s_avatar,avatar,bfi
9,401,34,follow_up,11018,,1.1683682166666667,bfi2s_avatar,avatar,bfi
10,405,34,post_survey_discussion,0,,0.11974508333333334,bfi2s_avatar,avatar,bfi
11,403,34,follow_up,11030,,1.4736587833333334,bfi2s_avatar,avatar,bfi
12,85,8,follow_up,10000,,1.5223438833333334,bfi2s_classic,classic,bfi
13,86,8,follow_up,10004,,2.6103335166666666,bfi2s_classic,classic,bfi
14,94,8,follow_up,10030,,2.9497711166666667,bfi2s_classic,classic,bfi
15,87,8,follow_up,10007,,2.64833515,bfi2s_classic,classic,bfi
16,88,8,follow_up,10008,,1.0860183333333333,bfi2s_classic,classic,bfi
17,89,8,follow_up,10011,,2.0298835,bfi2s_classic,classic,bfi
18,90,8,follow_up,10014,,1.8398223833333334,bfi2s_classic,classic,bfi
19,91,8,follow_up,10017,,2.1623047666666664,bfi2s_classic,classic,bfi
20,92,8,follow_up,10018,,1.6857817833333333,bfi2s_classic,classic,bfi
21,93,8,follow_up,10022,,2.5195279833333335,bfi2s_classic,classic,bfi
22,95,8,pre_survey_discussion,0,,0.7692423,bfi2s_classic,classic,bfi
23,96,8,post_survey_discussion,0,,0.3173469333333333,bfi2s_classic,classic,bfi
24,388,33,follow_up,10017,,1.2681643833333331,bfi2s_classic,classic,bfi
25,382,33,follow_up,10000,,1.3492680833333333,bfi2s_classic,classic,bfi
26,383,33,follow_up,10004,,1.2352604999999999,bfi2s_classic,classic,bfi
27,384,33,follow_up,10007,,1.4040381,bfi2s_classic,classic,bfi
28,385,33,follow_up,10008,,0.89769745,bfi2s_classic,classic,bfi
29,390,33,follow_up,10022,,1.8588208333333334,bfi2s_classic,classic,bfi
30,386,33,follow_up,10011,,5.779240683333333,bfi2s_classic,classic,bfi
31,387,33,follow_up,10014,,1.07175735,bfi2s_classic,classic,bfi
32,389,33,follow_up,10018,,2.0823492666666668,bfi2s_classic,classic,bfi
33,391,33,follow_up,10030,,1.5182967,bfi2s_classic,classic,bfi
34,392,33,pre_survey_discussion,0,,1.0743526166666666,bfi2s_classic,classic,bfi
35,393,33,post_survey_discussion,0,,,bfi2s_classic,classic,bfi
36,131,11,pre_survey_discussion,0,,1.76755905,bfi2s_avatar,avatar,bfi
37,132,11,post_survey_discussion,0,,,bfi2s_avatar,avatar,bfi
38,121,11,follow_up,11000,,1.4084882333333333,bfi2s_avatar,avatar,bfi
39,122,11,follow_up,11004,,1.0674961166666668,bfi2s_avatar,avatar,bfi
40,123,11,follow_up,11007,,1.0816355833333333,bfi2s_avatar,avatar,bfi
41,124,11,follow_up,11008,,1.25936785,bfi2s_avatar,avatar,bfi
42,126,11,follow_up,11014,,1.2616587333333333,bfi2s_avatar,avatar,bfi
43,129,11,follow_up,11022,,0.99183925,bfi2s_avatar,avatar,bfi
44,125,11,follow_up,11011,,1.2116140666666666,bfi2s_avatar,avatar,bfi
45,127,11,follow_up,11017,,1.2944868166666665,bfi2s_avatar,avatar,bfi
46,128,11,follow_up,11018,,1.0190618,bfi2s_avatar,avatar,bfi
47,130,11,follow_up,11030,,1.46357925,bfi2s_avatar,avatar,bfi
48,102,9,follow_up,10014,,3.6415677000000004,bfi2s_classic,classic,bfi
49,97,9,follow_up,10000,,1.8106486333333334,bfi2s_classic,classic,bfi
50,98,9,follow_up,10004,,1.0169205000000001,bfi2s_classic,classic,bfi
51,99,9,follow_up,10007,,2.0455061833333334,bfi2s_classic,classic,bfi
52,100,9,follow_up,10008,,2.3163218333333333,bfi2s_classic,classic,bfi
53,101,9,follow_up,10011,,1.9133209833333333,bfi2s_classic,classic,bfi
54,103,9,follow_up,10017,,1.9499302,bfi2s_classic,classic,bfi
55,104,9,follow_up,10018,,1.4664149,bfi2s_classic,classic,bfi
56,105,9,follow_up,10022,,0.8911721833333334,bfi2s_classic,classic,bfi
57,106,9,follow_up,10030,,0.68614815,bfi2s_classic,classic,bfi
58,107,9,pre_survey_discussion,0,,0.40814988333333335,bfi2s_classic,classic,bfi
59,108,9,post_survey_discussion,0,,1.6744822166666669,bfi2s_classic,classic,bfi
60,755,65,follow_up,10007,,1.9434958166666665,bfi2s_classic,classic,bfi
61,753,65,follow_up,10000,,0.7306001999999999,bfi2s_classic,classic,bfi
62,754,65,follow_up,10004,,0.4942274166666667,bfi2s_classic,classic,bfi
63,756,65,follow_up,10008,,1.0433511500000001,bfi2s_classic,classic,bfi
64,757,65,follow_up,10011,,0.8541518166666666,bfi2s_classic,classic,bfi
65,758,65,follow_up,10014,,0.6224073833333333,bfi2s_classic,classic,bfi
66,759,65,follow_up,10017,,1.7546630666666667,bfi2s_classic,classic,bfi
67,760,65,follow_up,10018,,0.99226635,bfi2s_classic,classic,bfi
68,761,65,follow_up,10022,,1.4834316,bfi2s_classic,classic,bfi
69,762,65,follow_up,10030,,0.7965477166666666,bfi2s_classic,classic,bfi
70,763,65,pre_survey_discussion,0,,0.43014233333333335,bfi2s_classic,classic,bfi
71,764,65,post_survey_discussion,0,,3.32662535,bfi2s_classic,classic,bfi
72,406,35,follow_up,10000,,2.8436306166666667,bfi2s_classic,classic,bfi
73,407,35,follow_up,10004,,6.296611366666666,bfi2s_classic,classic,bfi
74,408,35,follow_up,10007,,3.3407270000000002,bfi2s_classic,classic,bfi
75,409,35,follow_up,10008,,2.2478675166666666,bfi2s_classic,classic,bfi
76,410,35,follow_up,10011,,1.1768834166666666,bfi2s_classic,classic,bfi
77,411,35,follow_up,10014,,2.5645109833333333,bfi2s_classic,classic,bfi
78,412,35,follow_up,10017,,1.7782657166666667,bfi2s_classic,classic,bfi
79,413,35,follow_up,10018,,1.1983004666666666,bfi2s_classic,classic,bfi
80,414,35,follow_up,10022,,2.1126335,bfi2s_classic,classic,bfi
81,415,35,follow_up,10030,,1.2350214333333334,bfi2s_classic,classic,bfi
82,416,35,pre_survey_discussion,0,,2.3137650166666663,bfi2s_classic,classic,bfi
83,417,35,post_survey_discussion,0,,4.3637133,bfi2s_classic,classic,bfi
84,811,69,pre_survey_discussion,0,,0.7915083166666667,bfi2s_avatar,avatar,bfi
85,801,69,follow_up,11000,,1.7411195833333333,bfi2s_avatar,avatar,bfi
86,802,69,follow_up,11004,,1.5337565166666667,bfi2s_avatar,avatar,bfi
87,803,69,follow_up,11007,,1.6111009333333333,bfi2s_avatar,avatar,bfi
88,804,69,follow_up,11008,,1.8773037833333333,bfi2s_avatar,avatar,bfi
89,805,69,follow_up,11011,,1.4855484666666667,bfi2s_avatar,avatar,bfi
90,806,69,follow_up,11014,,1.2501364666666668,bfi2s_avatar,avatar,bfi
91,807,69,follow_up,11017,,1.4142126666666668,bfi2s_avatar,avatar,bfi
92,808,69,follow_up,11018,,1.35658805,bfi2s_avatar,avatar,bfi
93,809,69,follow_up,11022,,1.5637972833333333,bfi2s_avatar,avatar,bfi
94,810,69,follow_up,11030,,1.7057459166666669,bfi2s_avatar,avatar,bfi
95,812,69,post_survey_discussion,0,,0.5615619,bfi2s_avatar,avatar,bfi
96,932,80,pre_survey_discussion,0,,1.8500060333333332,cfq_avatar,avatar,cfq
97,923,80,follow_up,21001,my technique is to put my phone down and take a deep breath before i focus one one thing at a time,2.4003938666666667,cfq_avatar,avatar,cfq
98,924,80,follow_up,21005,no i included everything,2.1507566000000002,cfq_avatar,avatar,cfq
99,925,80,follow_up,21006,I believe I included everything,2.1377307333333335,cfq_avatar,avatar,cfq
100,926,80,follow_up,21008,"just the end question, my strategy is to keep my emotions positive before i enter conversation with someone",2.6945946666666667,cfq_avatar,avatar,cfq
101,927,80,follow_up,21017,I think I included everything,1.9366825,cfq_avatar,avatar,cfq
102,928,80,follow_up,21019,no,1.2710111499999999,cfq_avatar,avatar,cfq
103,929,80,follow_up,21022,no,1.7237894666666667,cfq_avatar,avatar,cfq
104,930,80,follow_up,21023,no,1.1937229,cfq_avatar,avatar,cfq
105,931,80,follow_up,21025,no,1.2495783333333332,cfq_avatar,avatar,cfq
106,933,80,post_survey_discussion,0,,,cfq_avatar,avatar,cfq
107,368,31,pre_survey_discussion,0,,2.295595233333333,bfi2s_avatar,avatar,bfi
108,358,31,follow_up,11000,,1.3893229,bfi2s_avatar,avatar,bfi
109,359,31,follow_up,11004,,1.5003092333333332,bfi2s_avatar,avatar,bfi
110,360,31,follow_up,11007,,1.29328185,bfi2s_avatar,avatar,bfi
111,361,31,follow_up,11008,,1.4450683333333332,bfi2s_avatar,avatar,bfi
112,362,31,follow_up,11011,,6.320901083333334,bfi2s_avatar,avatar,bfi
113,363,31,follow_up,11014,,1.5467800166666665,bfi2s_avatar,avatar,bfi
114,364,31,follow_up,11017,,1.4209971000000001,bfi2s_avatar,avatar,bfi
115,365,31,follow_up,11018,,1.4083572500000001,bfi2s_avatar,avatar,bfi
116,369,31,post_survey_discussion,0,,0.08857556666666667,bfi2s_avatar,avatar,bfi
117,366,31,follow_up,11022,,2.0200781333333335,bfi2s_avatar,avatar,bfi
118,367,31,follow_up,11030,,1.3324926499999998,bfi2s_avatar,avatar,bfi
119,839,72,follow_up,21017,Going to every room and not finding the object would probably make me feel a little frustrated,1.8339737166666665,cfq_avatar,avatar,cfq
120,836,72,follow_up,21005,,1.7932764833333332,cfq_avatar,avatar,cfq
121,844,72,pre_survey_discussion,0,,2.759273416666667,cfq_avatar,avatar,cfq
122,840,72,follow_up,21019,Tasks that make it easier to reduce brain fatigue would include games,1.8052852,cfq_avatar,avatar,cfq
123,837,72,follow_up,21006,,1.2520810666666666,cfq_avatar,avatar,cfq
124,835,72,follow_up,21001,,1.4784113,cfq_avatar,avatar,cfq
125,841,72,follow_up,21022,,1.4922544,cfq_avatar,avatar,cfq
126,842,72,follow_up,21023,,1.5218350833333332,cfq_avatar,avatar,cfq
127,838,72,follow_up,21008,,1.53282105,cfq_avatar,avatar,cfq
128,843,72,follow_up,21025,,1.5970592666666665,cfq_avatar,avatar,cfq
129,845,72,post_survey_discussion,0,,1.0754932166666669,cfq_avatar,avatar,cfq
130,452,39,follow_up,10000,,3.27131535,bfi2s_classic,classic,bfi
131,453,39,follow_up,10004,,2.5884208,bfi2s_classic,classic,bfi
132,454,39,follow_up,10007,,2.9275745,bfi2s_classic,classic,bfi
133,455,39,follow_up,10008,,2.29318095,bfi2s_classic,classic,bfi
134,456,39,follow_up,10011,,3.919276283333333,bfi2s_classic,classic,bfi
135,457,39,follow_up,10014,,1.23326075,bfi2s_classic,classic,bfi
136,458,39,follow_up,10017,,2.5501519333333333,bfi2s_classic,classic,bfi
137,459,39,follow_up,10018,,1.0869710166666666,bfi2s_classic,classic,bfi
138,460,39,follow_up,10022,,1.8928085333333333,bfi2s_classic,classic,bfi
139,461,39,follow_up,10030,,1.8465727166666668,bfi2s_classic,classic,bfi
140,462,39,pre_survey_discussion,0,,2.2962175333333334,bfi2s_classic,classic,bfi
141,463,39,post_survey_discussion,0,,0.5024170166666667,bfi2s_classic,classic,bfi
142,524,45,follow_up,10007,,0.9490598499999999,bfi2s_classic,classic,bfi
143,527,45,follow_up,10014,,0.93944425,bfi2s_classic,classic,bfi
144,522,45,follow_up,10000,,0.7779812333333334,bfi2s_classic,classic,bfi
145,525,45,follow_up,10008,,0.6690435333333333,bfi2s_classic,classic,bfi
146,523,45,follow_up,10004,,0.6664747333333333,bfi2s_classic,classic,bfi
147,526,45,follow_up,10011,,0.57374665,bfi2s_classic,classic,bfi
148,528,45,follow_up,10017,,0.5748980666666667,bfi2s_classic,classic,bfi
149,529,45,follow_up,10018,,0.5141747166666667,bfi2s_classic,classic,bfi
150,530,45,follow_up,10022,,1.1803769166666667,bfi2s_classic,classic,bfi
151,531,45,follow_up,10030,,0.5195258166666666,bfi2s_classic,classic,bfi
152,532,45,pre_survey_discussion,0,,0.91457465,bfi2s_classic,classic,bfi
153,533,45,post_survey_discussion,0,,0.5382717166666667,bfi2s_classic,classic,bfi
154,567,49,follow_up,20001,,0.6493417,cfq_classic,classic,cfq
155,568,49,follow_up,20005,,1.4011428166666666,cfq_classic,classic,cfq
156,569,49,follow_up,20006,,0.47028590000000003,cfq_classic,classic,cfq
157,570,49,follow_up,20008,,0.8640307,cfq_classic,classic,cfq
158,571,49,follow_up,20017,,1.0231185333333335,cfq_classic,classic,cfq
159,572,49,follow_up,20019,,1.7111547166666665,cfq_classic,classic,cfq
160,573,49,follow_up,20022,,0.9986031333333333,cfq_classic,classic,cfq
161,574,49,follow_up,20023,,0.3624117833333333,cfq_classic,classic,cfq
162,575,49,follow_up,20025,,1.22333535,cfq_classic,classic,cfq
163,576,49,pre_survey_discussion,0,,0.2899178333333333,cfq_classic,classic,cfq
164,577,49,post_survey_discussion,0,,1.6311047,cfq_classic,classic,cfq
165,825,71,follow_up,21005,No not at all,1.5115211166666667,cfq_avatar,avatar,cfq
166,830,71,follow_up,21022,,1.3252087333333333,cfq_avatar,avatar,cfq
167,826,71,follow_up,21006,,1.4416651833333334,cfq_avatar,avatar,cfq
168,833,71,pre_survey_discussion,0,,2.0597012166666664,cfq_avatar,avatar,cfq
169,824,71,follow_up,21001,,1.4714710999999998,cfq_avatar,avatar,cfq
170,827,71,follow_up,21008,,1.3269430833333333,cfq_avatar,avatar,cfq
171,828,71,follow_up,21017,,1.6396209666666666,cfq_avatar,avatar,cfq
172,831,71,follow_up,21023,,2.0079733833333333,cfq_avatar,avatar,cfq
173,829,71,follow_up,21019,,1.6078099833333332,cfq_avatar,avatar,cfq
174,832,71,follow_up,21025,,1.6588124333333334,cfq_avatar,avatar,cfq
175,834,71,post_survey_discussion,0,,,cfq_avatar,avatar,cfq
176,624,54,follow_up,20005,,1.3641897,cfq_classic,classic,cfq
177,623,54,follow_up,20001,,1.5112858333333332,cfq_classic,classic,cfq
178,625,54,follow_up,20006,,1.02217365,cfq_classic,classic,cfq
179,626,54,follow_up,20008,,0.86165375,cfq_classic,classic,cfq
180,627,54,follow_up,20017,,1.3526553,cfq_classic,classic,cfq
181,628,54,follow_up,20019,,2.83540315,cfq_classic,classic,cfq
182,629,54,follow_up,20022,,1.4299778166666668,cfq_classic,classic,cfq
183,630,54,follow_up,20023,,1.6220300666666667,cfq_classic,classic,cfq
184,631,54,follow_up,20025,,1.0193669666666667,cfq_classic,classic,cfq
185,632,54,pre_survey_discussion,0,,1.38201025,cfq_classic,classic,cfq
186,633,54,post_survey_discussion,0,,1.1119086166666667,cfq_classic,classic,cfq
187,487,42,follow_up,20001,,1.6060582333333333,cfq_classic,classic,cfq
188,488,42,follow_up,20005,,1.4861197333333334,cfq_classic,classic,cfq
189,489,42,follow_up,20006,,3.153681216666667,cfq_classic,classic,cfq
190,490,42,follow_up,20008,,1.8920293000000001,cfq_classic,classic,cfq
191,491,42,follow_up,20017,,2.0004210833333333,cfq_classic,classic,cfq
192,492,42,follow_up,20019,,1.1133060833333335,cfq_classic,classic,cfq
193,493,42,follow_up,20022,,1.5011292999999999,cfq_classic,classic,cfq
194,494,42,follow_up,20023,,1.3130011333333333,cfq_classic,classic,cfq
195,495,42,follow_up,20025,,0.9140326666666667,cfq_classic,classic,cfq
196,496,42,pre_survey_discussion,0,,0.8645669333333333,cfq_classic,classic,cfq
197,497,42,post_survey_discussion,0,,1.0345270833333333,cfq_classic,classic,cfq
198,877,75,pre_survey_discussion,0,,8.622337733333334,cfq_avatar,avatar,cfq
199,868,75,follow_up,21001,,1.7064066,cfq_avatar,avatar,cfq
200,869,75,follow_up,21005,,1.1686337333333334,cfq_avatar,avatar,cfq
201,870,75,follow_up,21006,,1.1562536833333332,cfq_avatar,avatar,cfq
202,871,75,follow_up,21008,I can think about the words I use more easily,1.9702128333333335,cfq_avatar,avatar,cfq
203,872,75,follow_up,21017,,1.1430029333333331,cfq_avatar,avatar,cfq
204,873,75,follow_up,21019,,1.27708415,cfq_avatar,avatar,cfq
205,874,75,follow_up,21022,,1.2975951166666666,cfq_avatar,avatar,cfq
206,875,75,follow_up,21023,,0.98733625,cfq_avatar,avatar,cfq
207,876,75,follow_up,21025,,1.1386145333333333,cfq_avatar,avatar,cfq
208,878,75,post_survey_discussion,0,,0.049985183333333336,cfq_avatar,avatar,cfq
209,612,53,follow_up,20001,,0.7019640333333333,cfq_classic,classic,cfq
210,613,53,follow_up,20005,,0.6189668166666666,cfq_classic,classic,cfq
211,614,53,follow_up,20006,,0.5328626333333334,cfq_classic,classic,cfq
212,615,53,follow_up,20008,,0.81327115,cfq_classic,classic,cfq
213,616,53,follow_up,20017,,0.9125047666666667,cfq_classic,classic,cfq
214,617,53,follow_up,20019,,0.6015981499999999,cfq_classic,classic,cfq
215,618,53,follow_up,20022,,0.6661715,cfq_classic,classic,cfq
216,619,53,follow_up,20023,,0.47790175,cfq_classic,classic,cfq
217,620,53,follow_up,20025,,0.48039985,cfq_classic,classic,cfq
218,621,53,pre_survey_discussion,0,,0.5793481166666666,cfq_classic,classic,cfq
219,622,53,post_survey_discussion,0,,0.056305999999999995,cfq_classic,classic,cfq
220,590,51,follow_up,20005,,1.9709021666666666,cfq_classic,classic,cfq
221,589,51,follow_up,20001,,2.0933495,cfq_classic,classic,cfq
222,591,51,follow_up,20006,,1.0426368166666666,cfq_classic,classic,cfq
223,592,51,follow_up,20008,,3.74659485,cfq_classic,classic,cfq
224,593,51,follow_up,20017,,1.08986735,cfq_classic,classic,cfq
225,594,51,follow_up,20019,,1.71428465,cfq_classic,classic,cfq
226,595,51,follow_up,20022,,1.1922093833333334,cfq_classic,classic,cfq
227,596,51,follow_up,20023,,1.0757367,cfq_classic,classic,cfq
228,597,51,follow_up,20025,,1.0254323333333333,cfq_classic,classic,cfq
229,598,51,pre_survey_discussion,0,,0.6469701000000001,cfq_classic,classic,cfq
230,599,51,post_survey_discussion,0,,0.49317395,cfq_classic,classic,cfq
231,554,47,pre_survey_discussion,0,,1.2408483666666668,cfq_classic,classic,cfq
232,545,47,follow_up,20001,,2.4954689,cfq_classic,classic,cfq
233,546,47,follow_up,20005,,3.2959056166666665,cfq_classic,classic,cfq
234,547,47,follow_up,20006,,2.4532761166666663,cfq_classic,classic,cfq
235,548,47,follow_up,20008,,3.7511047333333334,cfq_classic,classic,cfq
236,549,47,follow_up,20017,,2.0789223333333333,cfq_classic,classic,cfq
237,550,47,follow_up,20019,,1.8263549666666667,cfq_classic,classic,cfq
238,551,47,follow_up,20022,,2.090823733333333,cfq_classic,classic,cfq
239,552,47,follow_up,20023,,1.2377057,cfq_classic,classic,cfq
240,553,47,follow_up,20025,,1.87961585,cfq_classic,classic,cfq
241,555,47,post_survey_discussion,0,,0.6110149333333333,cfq_classic,classic,cfq
242,587,50,pre_survey_discussion,0,,2.086884,cfq_classic,classic,cfq
243,578,50,follow_up,20001,,2.114759633333333,cfq_classic,classic,cfq
244,579,50,follow_up,20005,,3.285124183333333,cfq_classic,classic,cfq
245,580,50,follow_up,20006,,2.6171729,cfq_classic,classic,cfq
246,581,50,follow_up,20008,,2.6665798666666665,cfq_classic,classic,cfq
247,582,50,follow_up,20017,,2.4172692,cfq_classic,classic,cfq
248,583,50,follow_up,20019,,2.2980923833333335,cfq_classic,classic,cfq
249,584,50,follow_up,20022,,3.1062110166666668,cfq_classic,classic,cfq
250,585,50,follow_up,20023,,2.3612394,cfq_classic,classic,cfq
251,586,50,follow_up,20025,,2.7738082166666667,cfq_classic,classic,cfq
252,588,50,post_survey_discussion,0,,0.4140946833333333,cfq_classic,classic,cfq
253,815,70,follow_up,21006,,1.2816618666666666,cfq_avatar,avatar,cfq
254,816,70,follow_up,21008,,1.4323043,cfq_avatar,avatar,cfq
255,822,70,pre_survey_discussion,0,,2.3195197,cfq_avatar,avatar,cfq
256,813,70,follow_up,21001,,1.0356802333333333,cfq_avatar,avatar,cfq
257,814,70,follow_up,21005,,1.2456914,cfq_avatar,avatar,cfq
258,817,70,follow_up,21017,,1.3191393,cfq_avatar,avatar,cfq
259,818,70,follow_up,21019,,1.5317738666666665,cfq_avatar,avatar,cfq
260,819,70,follow_up,21022,,1.3796677499999999,cfq_avatar,avatar,cfq
261,820,70,follow_up,21023,,1.04018195,cfq_avatar,avatar,cfq
262,821,70,follow_up,21025,,1.3675005333333334,cfq_avatar,avatar,cfq
263,823,70,post_survey_discussion,0,,,cfq_avatar,avatar,cfq
264,680,58,pre_survey_discussion,0,,1.2797595833333333,bfi2s_avatar,avatar,bfi
265,670,58,follow_up,11000,,2.1228960666666667,bfi2s_avatar,avatar,bfi
266,671,58,follow_up,11004,,1.7684878166666667,bfi2s_avatar,avatar,bfi
267,673,58,follow_up,11008,,4.312197366666666,bfi2s_avatar,avatar,bfi
268,672,58,follow_up,11007,,2.5166356,bfi2s_avatar,avatar,bfi
269,674,58,follow_up,11011,,2.1273250666666668,bfi2s_avatar,avatar,bfi
270,675,58,follow_up,11014,,1.7466452333333333,bfi2s_avatar,avatar,bfi
271,676,58,follow_up,11017,,1.32990645,bfi2s_avatar,avatar,bfi
272,677,58,follow_up,11018,,2.7325172166666665,bfi2s_avatar,avatar,bfi
273,678,58,follow_up,11022,,1.4899579166666668,bfi2s_avatar,avatar,bfi
274,679,58,follow_up,11030,,1.6779524166666666,bfi2s_avatar,avatar,bfi
275,681,58,post_survey_discussion,0,,,bfi2s_avatar,avatar,bfi
276,646,56,follow_up,10000,,1.7666879333333334,bfi2s_classic,classic,bfi
277,647,56,follow_up,10004,,2.3107192,bfi2s_classic,classic,bfi
278,648,56,follow_up,10007,,1.9090278,bfi2s_classic,classic,bfi
279,649,56,follow_up,10008,,2.4982370833333336,bfi2s_classic,classic,bfi
280,650,56,follow_up,10011,,1.50988075,bfi2s_classic,classic,bfi
281,651,56,follow_up,10014,,1.2098419500000002,bfi2s_classic,classic,bfi
282,652,56,follow_up,10017,,1.8907506666666667,bfi2s_classic,classic,bfi
283,653,56,follow_up,10018,,1.0739907,bfi2s_classic,classic,bfi
284,654,56,follow_up,10022,,1.1829915,bfi2s_classic,classic,bfi
285,655,56,follow_up,10030,,0.9919385833333333,bfi2s_classic,classic,bfi
286,656,56,pre_survey_discussion,0,,0.8398038,bfi2s_classic,classic,bfi
287,657,56,post_survey_discussion,0,,0.22982343333333333,bfi2s_classic,classic,bfi
288,734,63,follow_up,20017,,3.1402664000000002,cfq_classic,classic,cfq
289,730,63,follow_up,20001,,1.3031228666666665,cfq_classic,classic,cfq
290,731,63,follow_up,20005,,1.92156245,cfq_classic,classic,cfq
291,732,63,follow_up,20006,,7.404767716666667,cfq_classic,classic,cfq
292,733,63,follow_up,20008,,4.336424750000001,cfq_classic,classic,cfq
293,735,63,follow_up,20019,,0.8159839000000001,cfq_classic,classic,cfq
294,736,63,follow_up,20022,,0.99547595,cfq_classic,classic,cfq
295,737,63,follow_up,20023,,0.6498463166666667,cfq_classic,classic,cfq
296,738,63,follow_up,20025,,1.2818169,cfq_classic,classic,cfq
297,739,63,pre_survey_discussion,0,,1.3248571666666666,cfq_classic,classic,cfq
298,740,63,post_survey_discussion,0,,0.33704876666666667,cfq_classic,classic,cfq
299,880,76,follow_up,21005,"Grounding technicuqes - things I can see, hear, touch, smell",2.8428657,cfq_avatar,avatar,cfq
300,883,76,follow_up,21017,Frustrating - it is usually important and i cant find it when i am in a hurry,2.3470566666666666,cfq_avatar,avatar,cfq
301,885,76,follow_up,21022,,2.36601435,cfq_avatar,avatar,cfq
302,881,76,follow_up,21006,,2.475131933333333,cfq_avatar,avatar,cfq
303,888,76,pre_survey_discussion,0,,2.305197966666667,cfq_avatar,avatar,cfq
304,882,76,follow_up,21008,I am not a volunteer - she is. But it helps show how much I appreciate them and encourdages them to be social,3.2595397166666666,cfq_avatar,avatar,cfq
305,879,76,follow_up,21001,To do lists help give me order and remember everything i have to do. It gives me more head space to focus on the tasks rather than remebering what they are.,2.9777291166666666,cfq_avatar,avatar,cfq
306,889,76,post_survey_discussion,0,,0.03261321666666667,cfq_avatar,avatar,cfq
307,884,76,follow_up,21019,,2.1164644666666668,cfq_avatar,avatar,cfq
308,886,76,follow_up,21023,,2.442685683333333,cfq_avatar,avatar,cfq
309,887,76,follow_up,21025,,3.19648485,cfq_avatar,avatar,cfq
310,1232,106,pre_survey_discussion,0,,1.7443060000000001,cfq_avatar,avatar,cfq
311,1223,106,follow_up,21001,,2.630059466666667,cfq_avatar,avatar,cfq
312,1224,106,follow_up,21005,,1.8127237666666667,cfq_avatar,avatar,cfq
313,1225,106,follow_up,21006,,2.0714494833333332,cfq_avatar,avatar,cfq
